file_no,relative_path,top_folder,sub_folder,country,state,district,year,quarter,row_count_extracted,status,error
1161,aggregated\transaction\country\india\state\karnataka\2020\2.json,aggregated,transaction,India,Karnataka,,2020,2,5,success,
1162,aggregated\transaction\country\india\state\karnataka\2020\3.json,aggregated,transaction,India,Karnataka,,2020,3,5,success,
1163,aggregated\transaction\country\india\state\karnataka\2020\4.json,aggregated,transaction,India,Karnataka,,2020,4,5,success,
1164,aggregated\transaction\country\india\state\karnataka\2021\1.json,aggregated,transaction,India,Karnataka,,2021,1,5,success,
1165,aggregated\transaction\country\india\state\karnataka\2021\2.json,aggregated,transaction,India,Karnataka,,2021,2,5,success,
1166,aggregated\transaction\country\india\state\karnataka\2021\3.json,aggregated,transaction,India,Karnataka,,2021,3,5,success,
1167,aggregated\transaction\country\india\state\karnataka\2021\4.json,aggregated,transaction,India,Karnataka,,2021,4,5,success,
1168,aggregated\transaction\country\india\state\karnataka\2022\1.json,aggregated,transaction,India,Karnataka,,2022,1,5,success,
1169,aggregated\transaction\country\india\state\karnataka\2022\2.json,aggregated,transaction,India,Karnataka,,2022,2,5,success,
1170,aggregated\transaction\country\india\state\karnataka\2022\3.json,aggregated,transaction,India,Karnataka,,2022,3,5,success,
1171,aggregated\transaction\country\india\state\karnataka\2022\4.json,aggregated,transaction,India,Karnataka,,2022,4,5,success,
1172,aggregated\transaction\country\india\state\karnataka\2023\1.json,aggregated,transaction,India,Karnataka,,2023,1,5,success,
1173,aggregated\transaction\country\india\state\karnataka\2023\2.json,aggregated,transaction,India,Karnataka,,2023,2,5,success,
1174,aggregated\transaction\country\india\state\karnataka\2023\3.json,aggregated,transaction,India,Karnataka,,2023,3,5,success,
1175,aggregated\transaction\country\india\state\karnataka\2023\4.json,aggregated,transaction,India,Karnataka,,2023,4,5,success,
1176,aggregated\transaction\country\india\state\karnataka\2024\1.json,aggregated,transaction,India,Karnataka,,2024,1,5,success,
1177,aggregated\transaction\country\india\state\karnataka\2024\2.json,aggregated,transaction,India,Karnataka,,2024,2,5,success,
1178,aggregated\transaction\country\india\state\karnataka\2024\3.json,aggregated,transaction,India,Karnataka,,2024,3,5,success,
1179,aggregated\transaction\country\india\state\karnataka\2024\4.json,aggregated,transaction,India,Karnataka,,2024,4,5,success,
1180,aggregated\transaction\country\india\state\kerala\2018\1.json,aggregated,transaction,India,Kerala,,2018,1,5,success,
1181,aggregated\transaction\country\india\state\kerala\2018\2.json,aggregated,transaction,India,Kerala,,2018,2,5,success,
1182,aggregated\transaction\country\india\state\kerala\2018\3.json,aggregated,transaction,India,Kerala,,2018,3,5,success,
1183,aggregated\transaction\country\india\state\kerala\2018\4.json,aggregated,transaction,India,Kerala,,2018,4,5,success,
1184,aggregated\transaction\country\india\state\kerala\2019\1.json,aggregated,transaction,India,Kerala,,2019,1,5,success,
1185,aggregated\transaction\country\india\state\kerala\2019\2.json,aggregated,transaction,India,Kerala,,2019,2,5,success,
1186,aggregated\transaction\country\india\state\kerala\2019\3.json,aggregated,transaction,India,Kerala,,2019,3,5,success,
1187,aggregated\transaction\country\india\state\kerala\2019\4.json,aggregated,transaction,India,Kerala,,2019,4,5,success,
1188,aggregated\transaction\country\india\state\kerala\2020\1.json,aggregated,transaction,India,Kerala,,2020,1,5,success,
1189,aggregated\transaction\country\india\state\kerala\2020\2.json,aggregated,transaction,India,Kerala,,2020,2,5,success,
1190,aggregated\transaction\country\india\state\kerala\2020\3.json,aggregated,transaction,India,Kerala,,2020,3,5,success,
1191,aggregated\transaction\country\india\state\kerala\2020\4.json,aggregated,transaction,India,Kerala,,2020,4,5,success,
1192,aggregated\transaction\country\india\state\kerala\2021\1.json,aggregated,transaction,India,Kerala,,2021,1,5,success,
1193,aggregated\transaction\country\india\state\kerala\2021\2.json,aggregated,transaction,India,Kerala,,2021,2,5,success,
1194,aggregated\transaction\country\india\state\kerala\2021\3.json,aggregated,transaction,India,Kerala,,2021,3,5,success,
1195,aggregated\transaction\country\india\state\kerala\2021\4.json,aggregated,transaction,India,Kerala,,2021,4,5,success,
1196,aggregated\transaction\country\india\state\kerala\2022\1.json,aggregated,transaction,India,Kerala,,2022,1,5,success,
1197,aggregated\transaction\country\india\state\kerala\2022\2.json,aggregated,transaction,India,Kerala,,2022,2,5,success,
1198,aggregated\transaction\country\india\state\kerala\2022\3.json,aggregated,transaction,India,Kerala,,2022,3,5,success,
1199,aggregated\transaction\country\india\state\kerala\2022\4.json,aggregated,transaction,India,Kerala,,2022,4,5,success,
1200,aggregated\transaction\country\india\state\kerala\2023\1.json,aggregated,transaction,India,Kerala,,2023,1,5,success,
1201,aggregated\transaction\country\india\state\kerala\2023\2.json,aggregated,transaction,India,Kerala,,2023,2,5,success,
1202,aggregated\transaction\country\india\state\kerala\2023\3.json,aggregated,transaction,India,Kerala,,2023,3,5,success,
1203,aggregated\transaction\country\india\state\kerala\2023\4.json,aggregated,transaction,India,Kerala,,2023,4,5,success,
1204,aggregated\transaction\country\india\state\kerala\2024\1.json,aggregated,transaction,India,Kerala,,2024,1,5,success,
1205,aggregated\transaction\country\india\state\kerala\2024\2.json,aggregated,transaction,India,Kerala,,2024,2,5,success,
1206,aggregated\transaction\country\india\state\kerala\2024\3.json,aggregated,transaction,India,Kerala,,2024,3,5,success,
1207,aggregated\transaction\country\india\state\kerala\2024\4.json,aggregated,transaction,India,Kerala,,2024,4,5,success,
1208,aggregated\transaction\country\india\state\ladakh\2018\1.json,aggregated,transaction,India,Ladakh,,2018,1,5,success,
1209,aggregated\transaction\country\india\state\ladakh\2018\2.json,aggregated,transaction,India,Ladakh,,2018,2,5,success,
1210,aggregated\transaction\country\india\state\ladakh\2018\3.json,aggregated,transaction,India,Ladakh,,2018,3,5,success,
1211,aggregated\transaction\country\india\state\ladakh\2018\4.json,aggregated,transaction,India,Ladakh,,2018,4,5,success,
1212,aggregated\transaction\country\india\state\ladakh\2019\1.json,aggregated,transaction,India,Ladakh,,2019,1,5,success,
1213,aggregated\transaction\country\india\state\ladakh\2019\2.json,aggregated,transaction,India,Ladakh,,2019,2,5,success,
1214,aggregated\transaction\country\india\state\ladakh\2019\3.json,aggregated,transaction,India,Ladakh,,2019,3,5,success,
1215,aggregated\transaction\country\india\state\ladakh\2019\4.json,aggregated,transaction,India,Ladakh,,2019,4,5,success,
1216,aggregated\transaction\country\india\state\ladakh\2020\1.json,aggregated,transaction,India,Ladakh,,2020,1,5,success,
1217,aggregated\transaction\country\india\state\ladakh\2020\2.json,aggregated,transaction,India,Ladakh,,2020,2,5,success,
1218,aggregated\transaction\country\india\state\ladakh\2020\3.json,aggregated,transaction,India,Ladakh,,2020,3,5,success,
1219,aggregated\transaction\country\india\state\ladakh\2020\4.json,aggregated,transaction,India,Ladakh,,2020,4,5,success,
1220,aggregated\transaction\country\india\state\ladakh\2021\1.json,aggregated,transaction,India,Ladakh,,2021,1,5,success,
1221,aggregated\transaction\country\india\state\ladakh\2021\2.json,aggregated,transaction,India,Ladakh,,2021,2,5,success,
1222,aggregated\transaction\country\india\state\ladakh\2021\3.json,aggregated,transaction,India,Ladakh,,2021,3,5,success,
1223,aggregated\transaction\country\india\state\ladakh\2021\4.json,aggregated,transaction,India,Ladakh,,2021,4,5,success,
1224,aggregated\transaction\country\india\state\ladakh\2022\1.json,aggregated,transaction,India,Ladakh,,2022,1,5,success,
1225,aggregated\transaction\country\india\state\ladakh\2022\2.json,aggregated,transaction,India,Ladakh,,2022,2,5,success,
1226,aggregated\transaction\country\india\state\ladakh\2022\3.json,aggregated,transaction,India,Ladakh,,2022,3,5,success,
1227,aggregated\transaction\country\india\state\ladakh\2022\4.json,aggregated,transaction,India,Ladakh,,2022,4,5,success,
1228,aggregated\transaction\country\india\state\ladakh\2023\1.json,aggregated,transaction,India,Ladakh,,2023,1,5,success,
1229,aggregated\transaction\country\india\state\ladakh\2023\2.json,aggregated,transaction,India,Ladakh,,2023,2,5,success,
1230,aggregated\transaction\country\india\state\ladakh\2023\3.json,aggregated,transaction,India,Ladakh,,2023,3,5,success,
1231,aggregated\transaction\country\india\state\ladakh\2023\4.json,aggregated,transaction,India,Ladakh,,2023,4,5,success,
1232,aggregated\transaction\country\india\state\ladakh\2024\1.json,aggregated,transaction,India,Ladakh,,2024,1,5,success,
1233,aggregated\transaction\country\india\state\ladakh\2024\2.json,aggregated,transaction,India,Ladakh,,2024,2,5,success,
1234,aggregated\transaction\country\india\state\ladakh\2024\3.json,aggregated,transaction,India,Ladakh,,2024,3,5,success,
1235,aggregated\transaction\country\india\state\ladakh\2024\4.json,aggregated,transaction,India,Ladakh,,2024,4,5,success,
1236,aggregated\transaction\country\india\state\lakshadweep\2018\1.json,aggregated,transaction,India,Lakshadweep,,2018,1,4,success,
1237,aggregated\transaction\country\india\state\lakshadweep\2018\2.json,aggregated,transaction,India,Lakshadweep,,2018,2,5,success,
1238,aggregated\transaction\country\india\state\lakshadweep\2018\3.json,aggregated,transaction,India,Lakshadweep,,2018,3,4,success,
1239,aggregated\transaction\country\india\state\lakshadweep\2018\4.json,aggregated,transaction,India,Lakshadweep,,2018,4,5,success,
1240,aggregated\transaction\country\india\state\lakshadweep\2019\1.json,aggregated,transaction,India,Lakshadweep,,2019,1,4,success,
1241,aggregated\transaction\country\india\state\lakshadweep\2019\2.json,aggregated,transaction,India,Lakshadweep,,2019,2,4,success,
1242,aggregated\transaction\country\india\state\lakshadweep\2019\3.json,aggregated,transaction,India,Lakshadweep,,2019,3,4,success,
1243,aggregated\transaction\country\india\state\lakshadweep\2019\4.json,aggregated,transaction,India,Lakshadweep,,2019,4,5,success,
1244,aggregated\transaction\country\india\state\lakshadweep\2020\1.json,aggregated,transaction,India,Lakshadweep,,2020,1,4,success,
1245,aggregated\transaction\country\india\state\lakshadweep\2020\2.json,aggregated,transaction,India,Lakshadweep,,2020,2,5,success,
1246,aggregated\transaction\country\india\state\lakshadweep\2020\3.json,aggregated,transaction,India,Lakshadweep,,2020,3,5,success,
1247,aggregated\transaction\country\india\state\lakshadweep\2020\4.json,aggregated,transaction,India,Lakshadweep,,2020,4,5,success,
1248,aggregated\transaction\country\india\state\lakshadweep\2021\1.json,aggregated,transaction,India,Lakshadweep,,2021,1,5,success,
1249,aggregated\transaction\country\india\state\lakshadweep\2021\2.json,aggregated,transaction,India,Lakshadweep,,2021,2,5,success,
1250,aggregated\transaction\country\india\state\lakshadweep\2021\3.json,aggregated,transaction,India,Lakshadweep,,2021,3,5,success,
1251,aggregated\transaction\country\india\state\lakshadweep\2021\4.json,aggregated,transaction,India,Lakshadweep,,2021,4,5,success,
1252,aggregated\transaction\country\india\state\lakshadweep\2022\1.json,aggregated,transaction,India,Lakshadweep,,2022,1,5,success,
1253,aggregated\transaction\country\india\state\lakshadweep\2022\2.json,aggregated,transaction,India,Lakshadweep,,2022,2,5,success,
1254,aggregated\transaction\country\india\state\lakshadweep\2022\3.json,aggregated,transaction,India,Lakshadweep,,2022,3,5,success,
1255,aggregated\transaction\country\india\state\lakshadweep\2022\4.json,aggregated,transaction,India,Lakshadweep,,2022,4,5,success,
1256,aggregated\transaction\country\india\state\lakshadweep\2023\1.json,aggregated,transaction,India,Lakshadweep,,2023,1,5,success,
1257,aggregated\transaction\country\india\state\lakshadweep\2023\2.json,aggregated,transaction,India,Lakshadweep,,2023,2,5,success,
1258,aggregated\transaction\country\india\state\lakshadweep\2023\3.json,aggregated,transaction,India,Lakshadweep,,2023,3,5,success,
1259,aggregated\transaction\country\india\state\lakshadweep\2023\4.json,aggregated,transaction,India,Lakshadweep,,2023,4,5,success,
1260,aggregated\transaction\country\india\state\lakshadweep\2024\1.json,aggregated,transaction,India,Lakshadweep,,2024,1,5,success,
1261,aggregated\transaction\country\india\state\lakshadweep\2024\2.json,aggregated,transaction,India,Lakshadweep,,2024,2,5,success,
1262,aggregated\transaction\country\india\state\lakshadweep\2024\3.json,aggregated,transaction,India,Lakshadweep,,2024,3,5,success,
1263,aggregated\transaction\country\india\state\lakshadweep\2024\4.json,aggregated,transaction,India,Lakshadweep,,2024,4,5,success,
1264,aggregated\transaction\country\india\state\madhya-pradesh\2018\1.json,aggregated,transaction,India,Madhya Pradesh,,2018,1,5,success,
1265,aggregated\transaction\country\india\state\madhya-pradesh\2018\2.json,aggregated,transaction,India,Madhya Pradesh,,2018,2,5,success,
1266,aggregated\transaction\country\india\state\madhya-pradesh\2018\3.json,aggregated,transaction,India,Madhya Pradesh,,2018,3,5,success,
1267,aggregated\transaction\country\india\state\madhya-pradesh\2018\4.json,aggregated,transaction,India,Madhya Pradesh,,2018,4,5,success,
1268,aggregated\transaction\country\india\state\madhya-pradesh\2019\1.json,aggregated,transaction,India,Madhya Pradesh,,2019,1,5,success,
1269,aggregated\transaction\country\india\state\madhya-pradesh\2019\2.json,aggregated,transaction,India,Madhya Pradesh,,2019,2,5,success,
1270,aggregated\transaction\country\india\state\madhya-pradesh\2019\3.json,aggregated,transaction,India,Madhya Pradesh,,2019,3,5,success,
1271,aggregated\transaction\country\india\state\madhya-pradesh\2019\4.json,aggregated,transaction,India,Madhya Pradesh,,2019,4,5,success,
1272,aggregated\transaction\country\india\state\madhya-pradesh\2020\1.json,aggregated,transaction,India,Madhya Pradesh,,2020,1,5,success,
1273,aggregated\transaction\country\india\state\madhya-pradesh\2020\2.json,aggregated,transaction,India,Madhya Pradesh,,2020,2,5,success,
1274,aggregated\transaction\country\india\state\madhya-pradesh\2020\3.json,aggregated,transaction,India,Madhya Pradesh,,2020,3,5,success,
1275,aggregated\transaction\country\india\state\madhya-pradesh\2020\4.json,aggregated,transaction,India,Madhya Pradesh,,2020,4,5,success,
1276,aggregated\transaction\country\india\state\madhya-pradesh\2021\1.json,aggregated,transaction,India,Madhya Pradesh,,2021,1,5,success,
1277,aggregated\transaction\country\india\state\madhya-pradesh\2021\2.json,aggregated,transaction,India,Madhya Pradesh,,2021,2,5,success,
1278,aggregated\transaction\country\india\state\madhya-pradesh\2021\3.json,aggregated,transaction,India,Madhya Pradesh,,2021,3,5,success,
1279,aggregated\transaction\country\india\state\madhya-pradesh\2021\4.json,aggregated,transaction,India,Madhya Pradesh,,2021,4,5,success,
1280,aggregated\transaction\country\india\state\madhya-pradesh\2022\1.json,aggregated,transaction,India,Madhya Pradesh,,2022,1,5,success,
1281,aggregated\transaction\country\india\state\madhya-pradesh\2022\2.json,aggregated,transaction,India,Madhya Pradesh,,2022,2,5,success,
1282,aggregated\transaction\country\india\state\madhya-pradesh\2022\3.json,aggregated,transaction,India,Madhya Pradesh,,2022,3,5,success,
1283,aggregated\transaction\country\india\state\madhya-pradesh\2022\4.json,aggregated,transaction,India,Madhya Pradesh,,2022,4,5,success,
1284,aggregated\transaction\country\india\state\madhya-pradesh\2023\1.json,aggregated,transaction,India,Madhya Pradesh,,2023,1,5,success,
1285,aggregated\transaction\country\india\state\madhya-pradesh\2023\2.json,aggregated,transaction,India,Madhya Pradesh,,2023,2,5,success,
1286,aggregated\transaction\country\india\state\madhya-pradesh\2023\3.json,aggregated,transaction,India,Madhya Pradesh,,2023,3,5,success,
1287,aggregated\transaction\country\india\state\madhya-pradesh\2023\4.json,aggregated,transaction,India,Madhya Pradesh,,2023,4,5,success,
1288,aggregated\transaction\country\india\state\madhya-pradesh\2024\1.json,aggregated,transaction,India,Madhya Pradesh,,2024,1,5,success,
1289,aggregated\transaction\country\india\state\madhya-pradesh\2024\2.json,aggregated,transaction,India,Madhya Pradesh,,2024,2,5,success,
1290,aggregated\transaction\country\india\state\madhya-pradesh\2024\3.json,aggregated,transaction,India,Madhya Pradesh,,2024,3,5,success,
1291,aggregated\transaction\country\india\state\madhya-pradesh\2024\4.json,aggregated,transaction,India,Madhya Pradesh,,2024,4,5,success,
1292,aggregated\transaction\country\india\state\maharashtra\2018\1.json,aggregated,transaction,India,Maharashtra,,2018,1,5,success,
1293,aggregated\transaction\country\india\state\maharashtra\2018\2.json,aggregated,transaction,India,Maharashtra,,2018,2,5,success,
1294,aggregated\transaction\country\india\state\maharashtra\2018\3.json,aggregated,transaction,India,Maharashtra,,2018,3,5,success,
1295,aggregated\transaction\country\india\state\maharashtra\2018\4.json,aggregated,transaction,India,Maharashtra,,2018,4,5,success,
1296,aggregated\transaction\country\india\state\maharashtra\2019\1.json,aggregated,transaction,India,Maharashtra,,2019,1,5,success,
1297,aggregated\transaction\country\india\state\maharashtra\2019\2.json,aggregated,transaction,India,Maharashtra,,2019,2,5,success,
1298,aggregated\transaction\country\india\state\maharashtra\2019\3.json,aggregated,transaction,India,Maharashtra,,2019,3,5,success,
1299,aggregated\transaction\country\india\state\maharashtra\2019\4.json,aggregated,transaction,India,Maharashtra,,2019,4,5,success,
1300,aggregated\transaction\country\india\state\maharashtra\2020\1.json,aggregated,transaction,India,Maharashtra,,2020,1,5,success,
1301,aggregated\transaction\country\india\state\maharashtra\2020\2.json,aggregated,transaction,India,Maharashtra,,2020,2,5,success,
1302,aggregated\transaction\country\india\state\maharashtra\2020\3.json,aggregated,transaction,India,Maharashtra,,2020,3,5,success,
1303,aggregated\transaction\country\india\state\maharashtra\2020\4.json,aggregated,transaction,India,Maharashtra,,2020,4,5,success,
1304,aggregated\transaction\country\india\state\maharashtra\2021\1.json,aggregated,transaction,India,Maharashtra,,2021,1,5,success,
1305,aggregated\transaction\country\india\state\maharashtra\2021\2.json,aggregated,transaction,India,Maharashtra,,2021,2,5,success,
1306,aggregated\transaction\country\india\state\maharashtra\2021\3.json,aggregated,transaction,India,Maharashtra,,2021,3,5,success,
1307,aggregated\transaction\country\india\state\maharashtra\2021\4.json,aggregated,transaction,India,Maharashtra,,2021,4,5,success,
1308,aggregated\transaction\country\india\state\maharashtra\2022\1.json,aggregated,transaction,India,Maharashtra,,2022,1,5,success,
1309,aggregated\transaction\country\india\state\maharashtra\2022\2.json,aggregated,transaction,India,Maharashtra,,2022,2,5,success,
1310,aggregated\transaction\country\india\state\maharashtra\2022\3.json,aggregated,transaction,India,Maharashtra,,2022,3,5,success,
1311,aggregated\transaction\country\india\state\maharashtra\2022\4.json,aggregated,transaction,India,Maharashtra,,2022,4,5,success,
1312,aggregated\transaction\country\india\state\maharashtra\2023\1.json,aggregated,transaction,India,Maharashtra,,2023,1,5,success,
1313,aggregated\transaction\country\india\state\maharashtra\2023\2.json,aggregated,transaction,India,Maharashtra,,2023,2,5,success,
1314,aggregated\transaction\country\india\state\maharashtra\2023\3.json,aggregated,transaction,India,Maharashtra,,2023,3,5,success,
1315,aggregated\transaction\country\india\state\maharashtra\2023\4.json,aggregated,transaction,India,Maharashtra,,2023,4,5,success,
1316,aggregated\transaction\country\india\state\maharashtra\2024\1.json,aggregated,transaction,India,Maharashtra,,2024,1,5,success,
1317,aggregated\transaction\country\india\state\maharashtra\2024\2.json,aggregated,transaction,India,Maharashtra,,2024,2,5,success,
1318,aggregated\transaction\country\india\state\maharashtra\2024\3.json,aggregated,transaction,India,Maharashtra,,2024,3,5,success,
1319,aggregated\transaction\country\india\state\maharashtra\2024\4.json,aggregated,transaction,India,Maharashtra,,2024,4,5,success,
1320,aggregated\transaction\country\india\state\manipur\2018\1.json,aggregated,transaction,India,Manipur,,2018,1,5,success,
1321,aggregated\transaction\country\india\state\manipur\2018\2.json,aggregated,transaction,India,Manipur,,2018,2,5,success,
1322,aggregated\transaction\country\india\state\manipur\2018\3.json,aggregated,transaction,India,Manipur,,2018,3,5,success,
1323,aggregated\transaction\country\india\state\manipur\2018\4.json,aggregated,transaction,India,Manipur,,2018,4,5,success,
1324,aggregated\transaction\country\india\state\manipur\2019\1.json,aggregated,transaction,India,Manipur,,2019,1,5,success,
1325,aggregated\transaction\country\india\state\manipur\2019\2.json,aggregated,transaction,India,Manipur,,2019,2,5,success,
1326,aggregated\transaction\country\india\state\manipur\2019\3.json,aggregated,transaction,India,Manipur,,2019,3,5,success,
1327,aggregated\transaction\country\india\state\manipur\2019\4.json,aggregated,transaction,India,Manipur,,2019,4,5,success,
1328,aggregated\transaction\country\india\state\manipur\2020\1.json,aggregated,transaction,India,Manipur,,2020,1,5,success,
1329,aggregated\transaction\country\india\state\manipur\2020\2.json,aggregated,transaction,India,Manipur,,2020,2,5,success,
1330,aggregated\transaction\country\india\state\manipur\2020\3.json,aggregated,transaction,India,Manipur,,2020,3,5,success,
1331,aggregated\transaction\country\india\state\manipur\2020\4.json,aggregated,transaction,India,Manipur,,2020,4,5,success,
1332,aggregated\transaction\country\india\state\manipur\2021\1.json,aggregated,transaction,India,Manipur,,2021,1,5,success,
1333,aggregated\transaction\country\india\state\manipur\2021\2.json,aggregated,transaction,India,Manipur,,2021,2,5,success,
1334,aggregated\transaction\country\india\state\manipur\2021\3.json,aggregated,transaction,India,Manipur,,2021,3,5,success,
1335,aggregated\transaction\country\india\state\manipur\2021\4.json,aggregated,transaction,India,Manipur,,2021,4,5,success,
1336,aggregated\transaction\country\india\state\manipur\2022\1.json,aggregated,transaction,India,Manipur,,2022,1,5,success,
1337,aggregated\transaction\country\india\state\manipur\2022\2.json,aggregated,transaction,India,Manipur,,2022,2,5,success,
1338,aggregated\transaction\country\india\state\manipur\2022\3.json,aggregated,transaction,India,Manipur,,2022,3,5,success,
1339,aggregated\transaction\country\india\state\manipur\2022\4.json,aggregated,transaction,India,Manipur,,2022,4,5,success,
1340,aggregated\transaction\country\india\state\manipur\2023\1.json,aggregated,transaction,India,Manipur,,2023,1,5,success,
1341,aggregated\transaction\country\india\state\manipur\2023\2.json,aggregated,transaction,India,Manipur,,2023,2,5,success,
1342,aggregated\transaction\country\india\state\manipur\2023\3.json,aggregated,transaction,India,Manipur,,2023,3,5,success,
1343,aggregated\transaction\country\india\state\manipur\2023\4.json,aggregated,transaction,India,Manipur,,2023,4,5,success,
1344,aggregated\transaction\country\india\state\manipur\2024\1.json,aggregated,transaction,India,Manipur,,2024,1,5,success,
1345,aggregated\transaction\country\india\state\manipur\2024\2.json,aggregated,transaction,India,Manipur,,2024,2,5,success,
1346,aggregated\transaction\country\india\state\manipur\2024\3.json,aggregated,transaction,India,Manipur,,2024,3,5,success,
1347,aggregated\transaction\country\india\state\manipur\2024\4.json,aggregated,transaction,India,Manipur,,2024,4,5,success,
1348,aggregated\transaction\country\india\state\meghalaya\2018\1.json,aggregated,transaction,India,Meghalaya,,2018,1,5,success,
1349,aggregated\transaction\country\india\state\meghalaya\2018\2.json,aggregated,transaction,India,Meghalaya,,2018,2,5,success,
1350,aggregated\transaction\country\india\state\meghalaya\2018\3.json,aggregated,transaction,India,Meghalaya,,2018,3,5,success,
1351,aggregated\transaction\country\india\state\meghalaya\2018\4.json,aggregated,transaction,India,Meghalaya,,2018,4,5,success,
1352,aggregated\transaction\country\india\state\meghalaya\2019\1.json,aggregated,transaction,India,Meghalaya,,2019,1,5,success,
1353,aggregated\transaction\country\india\state\meghalaya\2019\2.json,aggregated,transaction,India,Meghalaya,,2019,2,5,success,
1354,aggregated\transaction\country\india\state\meghalaya\2019\3.json,aggregated,transaction,India,Meghalaya,,2019,3,5,success,
1355,aggregated\transaction\country\india\state\meghalaya\2019\4.json,aggregated,transaction,India,Meghalaya,,2019,4,5,success,
1356,aggregated\transaction\country\india\state\meghalaya\2020\1.json,aggregated,transaction,India,Meghalaya,,2020,1,5,success,
1357,aggregated\transaction\country\india\state\meghalaya\2020\2.json,aggregated,transaction,India,Meghalaya,,2020,2,5,success,
1358,aggregated\transaction\country\india\state\meghalaya\2020\3.json,aggregated,transaction,India,Meghalaya,,2020,3,5,success,
1359,aggregated\transaction\country\india\state\meghalaya\2020\4.json,aggregated,transaction,India,Meghalaya,,2020,4,5,success,
1360,aggregated\transaction\country\india\state\meghalaya\2021\1.json,aggregated,transaction,India,Meghalaya,,2021,1,5,success,
1361,aggregated\transaction\country\india\state\meghalaya\2021\2.json,aggregated,transaction,India,Meghalaya,,2021,2,5,success,
1362,aggregated\transaction\country\india\state\meghalaya\2021\3.json,aggregated,transaction,India,Meghalaya,,2021,3,5,success,
1363,aggregated\transaction\country\india\state\meghalaya\2021\4.json,aggregated,transaction,India,Meghalaya,,2021,4,5,success,
1364,aggregated\transaction\country\india\state\meghalaya\2022\1.json,aggregated,transaction,India,Meghalaya,,2022,1,5,success,
1365,aggregated\transaction\country\india\state\meghalaya\2022\2.json,aggregated,transaction,India,Meghalaya,,2022,2,5,success,
1366,aggregated\transaction\country\india\state\meghalaya\2022\3.json,aggregated,transaction,India,Meghalaya,,2022,3,5,success,
1367,aggregated\transaction\country\india\state\meghalaya\2022\4.json,aggregated,transaction,India,Meghalaya,,2022,4,5,success,
1368,aggregated\transaction\country\india\state\meghalaya\2023\1.json,aggregated,transaction,India,Meghalaya,,2023,1,5,success,
1369,aggregated\transaction\country\india\state\meghalaya\2023\2.json,aggregated,transaction,India,Meghalaya,,2023,2,5,success,
1370,aggregated\transaction\country\india\state\meghalaya\2023\3.json,aggregated,transaction,India,Meghalaya,,2023,3,5,success,
1371,aggregated\transaction\country\india\state\meghalaya\2023\4.json,aggregated,transaction,India,Meghalaya,,2023,4,5,success,
1372,aggregated\transaction\country\india\state\meghalaya\2024\1.json,aggregated,transaction,India,Meghalaya,,2024,1,5,success,
1373,aggregated\transaction\country\india\state\meghalaya\2024\2.json,aggregated,transaction,India,Meghalaya,,2024,2,5,success,
1374,aggregated\transaction\country\india\state\meghalaya\2024\3.json,aggregated,transaction,India,Meghalaya,,2024,3,5,success,
1375,aggregated\transaction\country\india\state\meghalaya\2024\4.json,aggregated,transaction,India,Meghalaya,,2024,4,5,success,
1376,aggregated\transaction\country\india\state\mizoram\2018\1.json,aggregated,transaction,India,Mizoram,,2018,1,5,success,
1377,aggregated\transaction\country\india\state\mizoram\2018\2.json,aggregated,transaction,India,Mizoram,,2018,2,5,success,
1378,aggregated\transaction\country\india\state\mizoram\2018\3.json,aggregated,transaction,India,Mizoram,,2018,3,5,success,
1379,aggregated\transaction\country\india\state\mizoram\2018\4.json,aggregated,transaction,India,Mizoram,,2018,4,5,success,
1380,aggregated\transaction\country\india\state\mizoram\2019\1.json,aggregated,transaction,India,Mizoram,,2019,1,5,success,
1381,aggregated\transaction\country\india\state\mizoram\2019\2.json,aggregated,transaction,India,Mizoram,,2019,2,5,success,
1382,aggregated\transaction\country\india\state\mizoram\2019\3.json,aggregated,transaction,India,Mizoram,,2019,3,5,success,
1383,aggregated\transaction\country\india\state\mizoram\2019\4.json,aggregated,transaction,India,Mizoram,,2019,4,5,success,
1384,aggregated\transaction\country\india\state\mizoram\2020\1.json,aggregated,transaction,India,Mizoram,,2020,1,5,success,
1385,aggregated\transaction\country\india\state\mizoram\2020\2.json,aggregated,transaction,India,Mizoram,,2020,2,5,success,
1386,aggregated\transaction\country\india\state\mizoram\2020\3.json,aggregated,transaction,India,Mizoram,,2020,3,5,success,
1387,aggregated\transaction\country\india\state\mizoram\2020\4.json,aggregated,transaction,India,Mizoram,,2020,4,5,success,
1388,aggregated\transaction\country\india\state\mizoram\2021\1.json,aggregated,transaction,India,Mizoram,,2021,1,5,success,
1389,aggregated\transaction\country\india\state\mizoram\2021\2.json,aggregated,transaction,India,Mizoram,,2021,2,5,success,
1390,aggregated\transaction\country\india\state\mizoram\2021\3.json,aggregated,transaction,India,Mizoram,,2021,3,5,success,
1391,aggregated\transaction\country\india\state\mizoram\2021\4.json,aggregated,transaction,India,Mizoram,,2021,4,5,success,
1392,aggregated\transaction\country\india\state\mizoram\2022\1.json,aggregated,transaction,India,Mizoram,,2022,1,5,success,
1393,aggregated\transaction\country\india\state\mizoram\2022\2.json,aggregated,transaction,India,Mizoram,,2022,2,5,success,
1394,aggregated\transaction\country\india\state\mizoram\2022\3.json,aggregated,transaction,India,Mizoram,,2022,3,5,success,
